Num	GeneID	condition1-reversecomp	condition1	condition2-reversecomp	condition2	condition3-reversecomp	condition3	condition1-reversecomp(Normalized)	condition1(Normalized)	condition2-reversecomp(Normalized)	condition2(Normalized)	condition3-reversecomp(Normalized)	condition3(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
3289	SMc01092	0	0	0	0	0	0	0	0	0	0	0	0	466650	467540	SMc0430	+	891	15964182	-	transcriptional regulator
3290	SMc01091	0	0	0	0	0	0	0	0	0	0	0	0	467551	467694	SMc0431	-	144	15964183	-	hypothetical protein
3291	SMc01090	0	0	0	0	0	0	0	0	0	0	0	0	467773	469665	SMc0432	-	1893	15964184	deaD	ATP-dependent RNA helicase
3292	SMc01089	0	0	0	0	0	0	0	0	0	0	0	0	469818	470204	SMc0433	-	387	15964185	-	hypothetical protein
3293	SMc01732	0	0	0	0	0	0	0	0	0	0	0	0	470207	471097	SMc0434	-	891	195970205	dapD	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase
3294	SMc01731	0	0	0	0	0	0	0	0	0	0	0	0	471359	472258	SMc0435	+	900	15964187	-	hypothetical protein
3295	SMc01730	0	0	0	0	0	0	0	0	0	0	0	0	472329	473105	SMc0436	-	777	15964188	-	hypothetical protein
3296	SMc01729	0	0	0	0	0	0	0	0	0	0	0	0	473140	474054	SMc0437	+	915	15964189	-	hypothetical protein
3297	SMc01728	0	0	0	0	0	0	0	0	0	0	0	0	474128	475240	SMc0438	+	1113	15964190	ada	transcriptional regulator
3298	SMc01727	0	0	0	0	0	0	0	0	0	0	0	0	475278	476048	SMc0439	+	771	15964191	-	hypothetical protein
3299	SMc01726	0	0	0	0	0	0	0	0	0	0	0	0	476243	477130	SMc0440	-	888	15964192	argB	acetylglutamate kinase
3300	SMc01725	0	0	0	0	0	0	0	0	0	0	0	0	477420	478133	SMc0441	+	714	15964193	-	hypothetical protein
3301	SMc01724	0	0	0	0	0	0	0	0	0	0	0	0	478241	478735	SMc0442	+	495	15964194	-	hypothetical protein
3302	SMc01723	0	0	0	0	0	0	0	0	0	0	0	0	478809	479348	SMc0443	-	540	15964195	-	hypothetical protein
3303	SMc01722	0	0	0	0	0	0	0	0	0	0	0	0	479477	480130	SMc0444	-	654	15964196	engB	ribosome biogenesis GTP-binding protein YsxC
3304	SMc01721	0	0	0	0	0	0	0	0	0	0	0	0	480482	482269	SMc0445	-	1788	15964197	-	inner membrane protein translocase component YidC
3305	SMc01720	0	0	0	0	0	0	0	0	0	0	0	0	482266	482652	SMc0446	-	387	15964198	rnpA	ribonuclease P
3306	SMc04434	0	0	0	0	0	0	0	0	0	0	0	0	482686	482820	SMc0447	-	135	15964199	rpmH	50S ribosomal protein L34
3307	SMc01719	0	0	0	0	0	0	0	0	0	0	0	0	483128	485125	SMc0448	+	1998	15964200	mcpT	chemoreceptor methyl-accepting chemotaxis transmembrane protein
3308	SMc01718	0	0	0	0	0	0	0	0	0	0	0	0	485369	486169	SMc0449	+	801	15964201	-	hypothetical protein
3309	SMc01717	0	0	0	0	0	0	0	0	0	0	0	0	486192	487613	SMc0450	+	1422	15964202	merA1	mercuric reductase
3310	SMc01716	0	0	0	0	0	0	0	0	0	0	0	0	487688	489208	SMc0451	+	1521	15964203	-	sensor histidine kinase transmembrane protein
3311	SMc01715	0	0	0	0	0	0	0	0	0	0	0	0	489742	490437	SMc0452	-	696	15964204	-	hypothetical protein
3312	SMc01714	0	0	0	0	0	0	0	0	0	0	0	0	490630	491118	SMc0453	+	489	15964205	-	hypothetical protein
3313	SMc01713	0	0	0	0	0	0	0	0	0	0	0	0	491327	491944	SMc0454	+	618	15964206	-	hypothetical protein
3314	SMc01712	0	0	0	0	0	0	0	0	0	0	0	0	491966	493177	SMc0455	+	1212	15964207	lldD2	L-lactate dehydrogenase (cytochrome) protein
3315	SMc01711	0	0	0	0	0	0	0	0	0	0	0	0	493804	496527	SMc0456	+	2724	15964208	-	hypothetical protein
3316	SMc01710	0	0	0	0	1	0	0	0	0	0	1	0	496646	501478	SMc0457	+	4833	15964209	-	hypothetical protein
	SMc01710	0	0	0	0	1	0	0	0	0	0	1	0	500249			+
3317	SMc01709	0	0	0	0	0	0	0	0	0	0	0	0	501270	501773	SMc0458	+	504	15964210	-	signal peptide protein
3318	SMc01708	0	0	0	0	0	0	0	0	0	0	0	0	502436	506311	SMc0459	+	3876	15964211	-	hypothetical protein
3319	SMc01707	0	0	0	0	0	0	0	0	0	0	0	0	506320	506889	SMc0460	+	570	15964212	-	signal peptide protein
3320	SMc01706	0	0	0	0	0	0	0	0	0	0	0	0	506999	507574	SMc0461	+	576	15964213	-	signal peptide protein
3321	SMc01705	0	0	0	0	0	0	0	0	0	0	0	0	507611	508081	SMc0462	-	471	15964214	-	hypothetical protein
3322	SMc01704	0	0	0	0	0	0	0	0	0	0	0	0	508266	508943	SMc0463	-	678	15964215	-	hypothetical protein
3323	SMc01703	0	0	0	0	0	0	0	0	0	0	0	0	509457	509888	SMc0464	-	432	15964216	-	hypothetical protein
3324	SMc01702	0	0	0	0	0	0	0	0	0	0	0	0	509911	510897	SMc0465	-	987	15964217	-	oxidoreductase
3325	SMc01701	0	0	0	0	0	0	0	0	0	0	0	0	510986	511570	SMc0466	-	585	15964218	-	hypothetical protein
3326	SMc02181	0	0	0	0	0	0	0	0	0	0	0	0	511820	515521	SMc0467	-	3702	15964219	putA	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
3327	SMc02180	0	0	0	0	0	0	0	0	0	0	0	0	515708	516022	SMc0468	-	315	15964220	-	hypothetical protein
3328	SMc02179	0	0	0	0	0	0	0	0	0	0	0	0	516081	516887	SMc0469	-	807	15964221	-	hypothetical protein
3329	SMc02178	0	0	0	0	0	0	0	0	0	0	0	0	516999	517460	SMc0470	-	462	15964222	-	hypothetical protein
3330	SMc02177	0	0	0	0	0	0	0	0	0	0	0	0	517659	518273	SMc0471	+	615	15964223	-	hypothetical protein
3331	SMc02176	0	0	0	0	0	0	0	0	0	0	0	0	518501	520372	SMc0472	-	1872	15964224	cyaD1	adenylate cyclase transmembrane protein
3332	SMc02175	0	0	0	0	0	0	0	0	0	0	0	0	520434	521138	SMc0473	-	705	15964225	-	transcriptional regulator
3333	SMc02174	0	0	0	0	0	0	0	0	0	0	0	0	521374	521811	SMc0474	+	438	15964226	-	hypothetical protein
3334	SMc02173	0	0	0	0	0	0	0	0	0	0	0	0	521878	522306	SMc0475	-	429	15964227	-	hypothetical protein
3335	SMc02172	0	0	0	0	0	0	0	0	0	0	0	0	522311	523540	SMc0476	-	1230	15964228	-	transcriptional regulator
3336	SMc02171	0	0	0	0	0	0	0	0	0	0	0	0	523892	524917	SMc0477	+	1026	15964229	-	periplasmic binding ABC transporter protein
3337	SMc02170	0	0	0	0	0	0	0	0	0	0	0	0	525199	526281	SMc0478	+	1083	15964230	-	ABC transporter permease
3338	SMc02169	0	0	0	0	0	0	0	0	0	0	0	0	526281	527063	SMc0479	+	783	15964231	-	ABC transporter ATP-binding protein
3339	SMc02167	0	0	0	0	0	0	0	0	0	0	0	0	527060	527680	SMc0480	+	621	15964232	frcK	fructose transport system kinase
3340	SMc02166	0	0	0	0	0	0	0	0	0	0	0	0	527870	528913	SMc0481	+	1044	15964233	pyrC	dihydroorotase
3341	SMc02165	0	0	0	0	0	0	0	0	0	0	0	0	528931	529629	SMc0482	+	699	15964234	pyrE	orotate phosphoribosyltransferase
3342	SMc02164	0	0	0	0	0	0	0	0	0	0	0	0	529686	530612	SMc0483	+	927	15964235	frk	fructokinase
3343	SMc02163	0	0	0	0	0	0	0	0	0	0	0	0	530745	532370	SMc0484	-	1626	15964236	pgi	glucose-6-phosphate isomerase
3344	SMc02162	0	0	0	0	0	0	0	0	0	0	0	0	532686	534386	SMc0485	-	1701	15964237	fadD	long-chain-fatty-acid--CoA ligase
3345	SMc02161	0	0	0	0	0	0	0	0	0	0	0	0	534724	535959	SMc0486	+	1236	15964238	-	transport transmembrane protein
3346	SMc02160	0	0	0	0	0	0	0	0	0	0	0	0	536019	537329	SMc0487	+	1311	195970204	-	ABC transporter permease
3347	SMc02159	0	0	0	0	0	0	0	0	0	0	0	0	537425	538090	SMc0488	+	666	15964240	-	hypothetical protein
3348	SMc02158	0	0	0	0	0	0	0	0	0	0	0	0	538087	538698	SMc0489	+	612	15964241	-	acyltransferase
3349	SMc02157	0	0	0	0	0	0	0	0	0	0	0	0	538706	539647	SMc0490	+	942	15964242	-	hypothetical protein
3350	SMc02156	0	0	0	0	0	0	0	0	0	0	0	0	539798	540595	SMc0491	+	798	15964243	-	hypothetical protein
3351	SMc02187	0	0	0	0	0	0	0	0	0	0	0	0	540915	542123	SMc0492	+	1209	15964244	-	integrase DNA protein
3352	SMc02202	0	0	0	0	0	0	0	0	0	0	0	0	542113	542955	SMc0493	+	843	15964245	-	hypothetical protein
3353	SMc02201	0	0	0	0	0	0	0	0	0	0	0	0	543112	543309	SMc0494	+	198	15964246	-	hypothetical protein
3354	SMc02189	0	0	0	0	0	0	0	0	0	0	0	0	545715	545969	SMc0495	-	255	15964247	-	hypothetical protein
3355	SMc02200	0	0	0	0	0	0	0	0	0	0	0	0	545971	546495	SMc0496	-	525	15964248	-	hypothetical protein
3356	SMc02184	0	0	0	0	0	0	0	0	0	0	0	0	546632	546901	SMc0497	+	270	15964249	-	transcriptional regulator
3357	SMc02199	0	0	0	0	0	0	0	0	0	0	0	0	547181	547675	SMc0498	+	495	15964250	-	hypothetical protein
3358	SMc02203	0	0	0	0	0	0	0	0	0	0	0	0	547672	548811	SMc0499	+	1140	15964251	-	hypothetical protein
3359	SMc02155	0	0	0	0	0	0	0	0	0	0	0	0	548970	551798	SMc0500	-	2829	15964252	-	hypothetical protein
3360	SMc02154	0	0	0	0	0	0	0	0	0	0	0	0	551813	554713	SMc0501	-	2901	15964253	-	hypothetical protein
3361	SMc04429	0	0	0	0	0	0	0	0	0	0	0	0	554710	555357	SMc0502	-	648	15964254	-	hypothetical protein
3362	SMc02153	0	0	0	0	0	0	0	0	0	0	0	0	555359	556690	SMc0503	-	1332	15964255	-	hypothetical protein
3363	SMc02152	0	0	0	0	0	0	0	0	0	0	0	0	556687	560199	SMc0504	-	3513	15964256	-	helicase
3364	SMc02151	0	0	0	0	0	0	0	0	0	0	0	0	560247	560579	SMc0505	-	333	15964257	-	hypothetical protein
3365	SMc02150	0	0	0	0	0	0	0	0	0	0	0	0	561561	562571	SMc0506	-	1011	15964258	-	hypothetical protein
3366	SMc02149	0	0	0	0	0	0	0	0	0	0	0	0	562964	564124	SMc0507	+	1161	15964259	-	hypothetical protein
3367	SMc02148	0	0	0	0	0	0	0	0	0	0	0	0	564142	565044	SMc0508	-	903	15964260	-	hypothetical protein
3368	SMc02147	1	0	0	0	0	0	1	0	0	0	0	0	565258	566520	SMc0509	+	1263	15964261	phoR	phosphate regulon sensor histidine kinase transmembrane protein
	SMc02147	1	0	0	0	0	0	1	0	0	0	0	0	565702			-
3369	SMc02146	0	0	0	0	0	0	0	0	0	0	0	0	566715	567749	SMc0510	+	1035	15964262	-	phosphate-binding periplasmic protein
3370	SMc02145	0	0	0	0	0	0	0	0	0	0	0	0	567841	568446	SMc0511	+	606	15964263	-	signal peptide protein
3371	SMc02144	0	0	0	0	0	0	0	0	0	0	0	0	568413	569324	SMc0512	+	912	15964264	pstC	phosphate ABC transporter permease
3372	SMc02143	0	0	0	0	0	0	0	0	0	0	0	0	569321	570643	SMc0513	+	1323	15964265	pstA	phosphate ABC transporter permease
3373	SMc02142	0	0	0	0	0	0	0	0	0	0	0	0	570657	571472	SMc0514	+	816	15964266	pstB	phosphate transporter ATP-binding protein
3374	SMc02141	0	0	0	0	0	0	0	0	0	0	0	0	571559	572272	SMc0515	+	714	15964267	phoU	phosphate transporter PhoU
3375	SMc02140	0	0	0	0	0	0	0	0	0	0	0	0	572383	573066	SMc0516	+	684	15964268	phoB	phosphate regulon transcriptional regulatory protein
3376	SMc02139	0	0	0	0	0	0	0	0	0	0	0	0	573161	573682	SMc0517	-	522	15964269	-	hypothetical protein
3377	SMc02138	0	0	0	0	0	0	0	0	0	0	0	0	574093	575292	SMc0518	+	1200	15964270	argD	acetylornithine transaminase
3378	SMc02137	0	0	0	0	0	0	0	0	0	0	0	0	575367	576278	SMc0519	+	912	15964271	argF1	ornithine carbamoyltransferase
3379	SMc02136	0	0	0	0	0	0	0	0	0	0	0	0	576645	577637	SMc0520	+	993	15964272	hslO	Hsp33-like chaperonin
3380	SMc02135	0	0	0	0	0	0	0	0	0	0	0	0	577654	578046	SMc0521	-	393	15964273	apaG	ApaG protein
3381	SMc02134	0	0	0	0	0	0	0	0	0	0	0	0	578236	578847	SMc0522	+	612	15964274	-	hypothetical protein
3382	SMc02217	0	0	0	0	0	0	0	0	0	0	0	0	578883	580067	SMc0523	-	1185	15964275	metZ	O-succinylhomoserine sulfhydrylase
3383	SMc02218	0	0	0	0	0	0	0	0	0	0	0	0	580265	581362	SMc0524	+	1098	15964276	-	2'-deoxycytidine 5'-triphosphate deaminase
3384	SMc02219	0	0	0	0	0	0	0	0	0	0	0	0	581426	582349	SMc0525	+	924	195970203	-	amino acid-binding periplasmic protein
3385	SMc02220	0	0	0	0	0	0	0	0	0	0	0	0	582385	583197	SMc0526	-	813	15964278	-	hypothetical protein
3386	SMc02221	0	0	0	0	0	0	0	0	0	0	0	0	583276	583686	SMc0527	-	411	15964279	-	hypothetical protein
3387	SMc02222	0	0	0	0	0	0	0	0	0	0	0	0	583799	584605	SMc0528	-	807	15964280	-	hypothetical protein
3388	SMc02223	0	0	0	0	0	0	0	0	0	0	0	0	584615	585271	SMc0529	-	657	15964281	-	transcriptional regulator
3389	SMc02224	0	0	0	0	0	0	0	0	0	0	0	0	585497	586582	SMc0530	+	1086	15964282	chaA	calcium/proton antiporter transmembrane protein
3390	SMc02225	0	0	0	0	0	0	0	0	0	0	0	0	586684	587211	SMc0531	-	528	15964283	-	hypothetical protein
3391	SMc02226	0	0	0	0	0	0	0	0	0	0	0	0	587336	587809	SMc0532	+	474	15964284	-	hypothetical protein
3392	SMc02227	0	0	0	0	0	0	0	0	0	0	0	0	587900	590113	SMc0533	-	2214	15964285	fadB	fatty oxidation complex enoyl-COA hydratase/3-hydroxyacyl-COA dehydrogenase/3-hydroxybutyryl-COA epimerase
3393	SMc02228	0	0	0	0	0	0	0	0	0	0	0	0	590135	591343	SMc0534	-	1209	15964286	fadA	acetyl-CoA acetyltransferase
3394	SMc02229	0	0	0	0	0	0	0	0	0	0	0	0	591449	593245	SMc0535	-	1797	15964287	-	acyl-CoA dehydrogenase
3395	SMc02230	0	0	0	0	0	0	0	0	0	0	0	0	593695	596577	SMc0536	+	2883	15964288	-	hypothetical protein
3396	SMc02231	0	0	0	0	0	0	0	0	0	0	0	0	596668	597357	SMc0537	+	690	15964289	-	hypothetical protein
3397	SMc02232	0	0	0	0	0	0	0	0	0	0	0	0	597695	598621	SMc0538	+	927	15964290	-	hypothetical protein
3398	SMc02234	0	0	0	0	0	0	0	0	0	0	0	0	598621	599424	SMc0539	+	804	15964291	-	hypothetical protein
3399	SMc02235	0	0	0	0	0	0	0	0	0	0	0	0	599523	599759	SMc0540	+	237	15964292	-	transcriptional regulator
3400	SMc02236	0	0	0	0	0	0	0	0	0	0	0	0	599879	600607	SMc0541	-	729	15964293	-	hypothetical protein
3401	SMc02237	0	0	0	0	0	0	0	0	0	0	0	0	600851	603400	SMc0542	-	2550	15964294	-	ATP-dependent helicase
3402	SMc02238	0	0	0	0	0	0	0	0	0	0	0	0	603508	604014	SMc0543	+	507	15964295	-	hypothetical protein
3403	SMc02239	0	0	0	0	0	0	0	0	0	0	0	0	604053	604514	SMc0544	+	462	15964296	-	hypothetical protein
3404	SMc02240	0	0	0	0	0	0	0	0	0	0	0	0	604544	605179	SMc0545	-	636	15964297	-	hypothetical protein
3405	SMc02241	0	0	0	0	0	0	0	0	0	0	0	0	605288	606226	SMc0546	-	939	15964298	-	hypothetical protein
3406	SMc02242	0	0	0	0	0	0	0	0	0	0	0	0	606242	606640	SMc0547	+	399	15964299	-	hypothetical protein
3407	SMc02243	0	0	0	0	0	0	0	0	0	0	0	0	606643	607146	SMc0548	+	504	15964300	-	hypothetical protein
3408	SMc02244	0	0	0	0	0	0	0	0	0	0	0	0	607193	608560	SMc0549	+	1368	15964301	dinF	transmembrane protein
3409	SMc02245	0	0	0	0	0	0	0	0	0	0	0	0	608536	609624	SMc0550	-	1089	15964302	pyrD	dihydroorotate dehydrogenase 2
3410	SMc02246	0	0	0	0	0	0	0	0	0	0	0	0	609621	609968	SMc0551	-	348	15964303	-	hypothetical protein
3411	SMc02247	0	0	0	0	0	0	0	0	0	0	0	0	610089	610526	SMc0552	+	438	15964304	-	signal peptide protein
3412	SMc02248	0	0	0	0	0	0	0	0	0	0	0	0	610668	611315	SMc0553	+	648	15964305	-	transcriptional regulator
3413	SMc02249	0	0	0	0	1	0	0	0	0	0	1	0	611472	614978	SMc0554	-	3507	15964306	-	sensory transduction histidine kinase transmembrane protein
	SMc02249	0	0	0	0	1	0	0	0	0	0	1	0	612605			+
3414	SMc02250	0	0	0	0	0	0	0	0	0	0	0	0	615198	615626	SMc0555	+	429	15964307	mscL	large-conductance mechanosensitive channel
3415	SMc02251	0	0	0	0	0	0	0	0	0	0	0	0	615760	616926	SMc0556	+	1167	15964308	-	aspartate aminotransferase
3416	SMc02252	0	0	0	0	0	0	0	0	0	0	0	0	617107	618135	SMc0557	+	1029	15964309	galE	UDP-glucose 4-epimerase
3417	SMc02253	0	0	0	0	0	0	0	0	0	0	0	0	618154	618459	SMc0558	-	306	15964310	pchB	salicylate biosynthesis protein
3418	SMc02254	0	0	0	0	0	0	0	0	0	0	0	0	618694	619698	SMc0559	-	1005	15964311	qxtB	quinol oxidase subunit II transmembrane protein
3419	SMc02255	0	0	0	0	0	0	0	0	0	0	0	0	619688	621169	SMc0560	-	1482	15964312	qxtA	quinol oxidase subunit I transmembrane protein
3420	SMc02256	0	0	0	0	0	0	0	0	0	0	0	0	621308	622489	SMc0561	-	1182	195970202	hipO2	hippurate hydrolase
3421	SMc02257	0	0	0	0	0	0	0	0	0	0	0	0	622479	623303	SMc0562	-	825	15964314	-	ABC transporter permease
3422	SMc02258	0	0	0	0	0	0	0	0	0	0	0	0	623300	624025	SMc0563	-	726	15964315	-	ABC transporter permease
3423	SMc02259	0	0	0	0	0	0	0	0	0	0	0	0	624133	624915	SMc0564	-	783	15964316	-	periplasmic binding ABC transporter protein
3424	SMc02260	0	0	0	0	0	0	0	0	0	0	0	0	624952	625806	SMc0565	-	855	15964317	-	ABC transporter ATP-binding protein
3425	SMc02261	0	0	0	0	0	0	0	0	0	0	0	0	625996	626610	SMc0566	+	615	15964318	-	transcriptional regulator
3426	SMc02262	0	0	0	0	0	0	0	0	0	0	0	0	626634	627824	SMc0567	+	1191	15964319	-	aminotransferase
3427	SMc02263	0	0	0	0	0	0	0	0	0	0	0	0	627821	629434	SMc0568	+	1614	15964320	ilvB1	hypothetical protein
3428	SMc02264	0	0	0	0	0	0	0	0	0	0	0	0	629624	630016	SMc0569	+	393	15964321	-	hypothetical protein
3429	SMc02265	0	0	0	0	0	0	0	0	0	0	0	0	630110	632644	SMc0570	+	2535	15964322	secD2	preprotein translocase subunit SecD/SecF
3430	SMc02266	0	0	0	0	0	0	0	0	0	0	0	0	633193	633411	SMc0571	+	219	15964323	-	hypothetical protein
3431	SMc02267	0	0	0	0	0	0	0	0	0	0	0	0	633648	634103	SMc0572	+	456	15964324	-	hypothetical protein
3432	SMc02268	0	0	0	0	0	0	0	0	0	0	0	0	634287	635300	SMc0573	+	1014	15964325	kpsF3	capsule expression protein
3433	SMc02269	0	0	0	0	0	0	0	0	0	0	0	0	635270	636595	SMc0574	-	1326	15964326	rkpJ	capsular polysaccharide biosynthesis/export protein
3434	SMc02270	0	0	0	0	0	0	0	0	0	0	0	0	636619	638235	SMc0575	-	1617	15964327	rkpI	capsular polysaccharide biosynthesis\export transmembrane protein
3435	SMc02271	0	0	0	0	0	0	0	0	0	0	0	0	638317	639120	SMc0576	-	804	15964328	rkpH	ribitol type dehydrogenase
3436	SMc02272	0	0	0	0	0	0	0	0	0	0	0	0	639160	640575	SMc0577	-	1416	15964329	rkpG	acyl-transferase transferase
3437	SMc02273	0	0	1	0	0	0	0	0	1	0	0	0	640572	648086	SMc0578	-	7515	15964330	rkpA	fatty acid synthase transmembrane protein
	SMc02273	0	0	1	0	0	0	0	0	1	0	0	0	642192			+
3438	SMc02274	0	0	0	0	0	0	0	0	0	0	0	0	648454	649677	SMc0579	+	1224	195970201	rkpU	capsule polysaccharide exporter protein
3439	SMc02275	0	0	0	0	0	0	0	0	0	0	0	0	649987	650622	SMc0580	+	636	15964332	pncA	pyrazinamidase/nicotinamidase (Includes: pyrazinamidase, nicotinamidase) protein
3440	SMc02276	0	0	0	0	0	0	0	0	0	0	0	0	650739	652043	SMc0581	+	1305	15964333	pncB	nicotinate phosphoribosyltransferase
3441	SMc02277	0	0	0	0	0	0	0	0	0	0	0	0	652179	652391	SMc0582	+	213	15964334	-	hypothetical protein
3442	SMc02278	0	0	0	0	0	0	0	0	0	0	0	0	652438	652590	SMc0583	-	153	15964335	-	hypothetical protein
3443	SMc02279	0	0	0	0	0	0	0	0	0	0	0	0	652921	653298	SMc0584	+	378	15964336	-	signal peptide protein
3444	SMc02280	0	0	0	0	0	0	0	0	0	0	0	0	653351	653620	SMc0585	+	270	15964337	-	hypothetical protein
3445	SMc02281	0	0	0	0	0	0	0	0	0	0	0	0	653617	655062	SMc0586	+	1446	15964338	-	hypothetical protein
3446	SMc02282	0	0	0	0	0	0	0	0	0	0	0	0	655077	656426	SMc0587	+	1350	15964339	-	copper-containing oxidoreductase
3447	SMc02283	0	0	0	0	0	0	0	0	0	0	0	0	656466	656945	SMc0588	+	480	15964340	-	copper-containing oxidoreductase signal peptide protein
3448	SMc02284	0	0	0	0	0	0	0	0	0	0	0	0	656967	657251	SMc0589	+	285	15964341	-	signal peptide protein
3449	SMc02285	0	0	0	0	0	0	0	0	0	0	0	0	657348	658595	SMc0590	+	1248	15964342	cyaE	adenylate cyclase transmembrane protein
3450	SMc02326	0	0	0	0	0	0	0	0	0	0	0	0	658860	659342	SMc0591	+	483	15964343	-	hypothetical protein
3451	SMc02327	0	0	0	0	0	0	0	0	0	0	0	0	660004	660513	SMc0592	-	510	15964344	rnhA2	ribonuclease HI protein
3452	SMc02328	0	0	0	0	0	0	0	0	0	0	0	0	660620	661264	SMc0593	-	645	15964345	-	hypothetical protein
3453	SMc02286	0	0	0	0	0	0	0	0	0	0	0	0	661487	661735	SMc0594	-	249	15964346	-	hypothetical protein
3454	SMc02287	0	0	0	0	0	0	0	0	0	0	0	0	661816	662370	SMc0595	-	555	15964347	-	DNA-invertase
3455	SMc02289	0	0	0	0	0	0	0	0	0	0	0	0	663284	663889	SMc0596	-	606	15964348	TRm11b	transposase ISRM11/ISRM2011-2
3456	SMc05002	0	0	0	0	0	0	0	0	0	0	0	0	663410	663895	SMc0597	+	486	195970227	-	hypothetical protein
3457	SMc02291	0	0	0	0	0	0	0	0	0	0	0	0	663823	664230	SMc0598	-	408	15964349	TRm11a	transposase ISRM11/ISRM2011-2
3458	SMc02292	0	0	0	0	0	0	0	0	0	0	0	0	664606	667803	SMc0599	-	3198	15964350	hsdR	type I restriction enzyme R protein
3459	SMc02295	0	0	0	0	0	0	0	0	0	0	0	0	667807	669081	SMc0600	-	1275	15964351	hsdS	specificity protein S
3460	SMc02296	0	0	0	0	0	0	0	0	0	0	0	0	669078	670658	SMc0601	-	1581	15964352	hsdM	modification enzyme transmembrane protein
3461	SMc02297	0	0	0	0	0	0	0	0	0	0	0	0	670768	672309	SMc0602	-	1542	15964353	-	integrase/resolvase recombinase
3462	SMc02298	0	0	0	0	0	0	0	0	0	0	0	0	672431	672823	SMc0603	+	393	15964354	TRm1a	transposase ISRM1
3463	SMc02329	0	0	0	0	0	0	0	0	0	0	0	0	672820	673512	SMc0604	+	693	15964355	TRm1b	transposase ISRM1
3464	SMc02300	0	0	0	0	0	0	0	0	0	0	0	0	673474	675558	SMc0605	-	2085	15964356	TRm30.4	transposase number 4 for insertion sequence ISRM30
3465	SMc02301	0	0	0	0	0	0	0	0	0	0	0	0	675548	675910	SMc0606	-	363	15964357	TRm30.3	transposase number 3 for insertion sequence ISRM30
3466	SMc02302	0	0	0	0	0	0	0	0	0	0	0	0	675840	676289	SMc0607	-	450	15964358	TRm30.2	transposase number 2 for insertion sequence ISRM30
3467	SMc04430	0	0	0	0	0	0	0	0	0	0	0	0	676470	676640	SMc0608	-	171	15964359	TRm30.1	transposase number 1 for insertion sequence ISRM30
3468	SMc02303	0	0	0	0	0	0	0	0	0	0	0	0	676784	676966	SMc0609	+	183	15964360	-	partial transposase for insertion sequence element ISRM1
3469	SMc02304	0	0	0	0	0	0	0	0	0	0	0	0	677555	677770	SMc0610	+	216	15964361	-	hypothetical protein
3470	SMc02305	0	0	0	0	0	0	0	0	0	0	0	0	677941	679233	SMc0611	+	1293	15964362	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
3471	SMc02306	0	0	0	0	0	0	0	0	0	0	0	0	679388	679828	SMc0612	+	441	15964363	-	hypothetical protein
3472	SMc02307	0	0	0	0	0	0	0	0	0	0	0	0	679893	681197	SMc0613	+	1305	15964364	hisD	histidinol dehydrogenase
3473	SMc02308	0	0	0	0	0	0	0	0	0	0	0	0	681194	681670	SMc0614	+	477	15964365	-	hypothetical protein
3474	SMc02309	0	0	0	0	0	0	0	0	0	0	0	0	681684	682163	SMc0615	+	480	15964366	-	arsenate reductase
3475	SMc02310	0	0	0	0	0	0	0	0	0	0	0	0	682321	682539	SMc0616	+	219	15964367	infA	translation initiation factor IF-1
3476	SMc02311	0	0	0	0	0	0	0	0	0	0	0	0	682637	683257	SMc0617	+	621	15964368	maf	Maf-like protein
3477	SMc02312	0	0	0	0	0	0	0	0	0	0	0	0	683262	683474	SMc0618	+	213	15964369	-	zinc-binding protein
3478	SMc04431	0	0	0	0	0	0	0	0	0	0	0	0	684058	684321	SMc0619	+	264	15964370	-	hypothetical protein
3479	SMc04432	0	0	0	0	0	0	0	0	0	0	0	0	684318	684635	SMc0620	+	318	15964371	-	hypothetical protein
3480	SMc02313	0	0	0	0	0	0	0	0	0	0	0	0	684838	685194	SMc0621	-	357	15964372	-	hypothetical protein
3481	SMc02314	0	0	0	0	0	0	0	0	0	0	0	0	685807	686907	SMc0622	+	1101	15964373	-	hypothetical protein
3482	SMc02315	0	0	0	0	0	0	0	0	0	0	0	0	686894	687976	SMc0623	+	1083	15964374	-	hypothetical protein
3483	SMc02316	0	0	0	0	0	0	0	0	0	0	0	0	688179	688490	SMc0624	+	312	15964375	-	hypothetical protein
3484	SMc02317	0	0	0	0	0	0	0	0	0	0	0	0	688770	689159	SMc0625	-	390	15964376	-	signal peptide protein
3485	SMc02318	0	0	0	0	0	0	0	0	0	0	0	0	689306	689767	SMc0626	-	462	15964377	-	hypothetical protein
3486	SMc02319	0	0	0	0	0	0	0	0	0	0	0	0	689847	690035	SMc0627	-	189	15964378	-	hypothetical protein
3487	SMc02320	0	0	0	0	0	0	0	0	0	0	0	0	690106	690360	SMc0628	-	255	15964379	-	hypothetical protein
3488	SMc02321	0	0	0	0	0	0	0	0	0	0	0	0	690552	691844	SMc0629	-	1293	15964380	-	sugar isomerase
3489	SMc02322	0	0	0	0	0	0	0	0	0	0	0	0	691858	693957	SMc0630	-	2100	15964381	-	short chain dehydrogenase
3490	SMc02323	0	0	0	0	0	0	0	0	0	0	0	0	694158	694970	SMc0631	+	813	15964382	-	transcriptional regulator
